"item_id","customerid","serialno","created_at","qty","order_id","provider","providername"
"63295ef6e176fb7445db6ac7","62dbd3d39670f2007f7c926a",132,2022-10-17,"4","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb5226db6ad7","62dbd3d39670f2007f7c926a",133,2022-10-17,"4","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb1ba2db6ae1","62dbd3d39670f2007f7c926a",134,2022-10-17,"2","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbc00edb6af7","62dbd3d39670f2007f7c926a",135,2022-10-17,"1","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb1aa7db6b05","62dbd3d39670f2007f7c926a",136,2022-10-17,"3","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb86b6db6b0e","62dbd3d39670f2007f7c926a",137,2022-10-17,"3","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb91e1db6b1f","62dbd3d39670f2007f7c926a",138,2022-10-17,"1","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb953edb6b25","62dbd3d39670f2007f7c926a",139,2022-10-17,"1","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb9679db6b2b","62dbd3d39670f2007f7c926a",140,2022-10-17,"1","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb2cfadb6b37","62dbd3d39670f2007f7c926a",141,2022-10-17,"1","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbb46ddb6b40","62dbd3d39670f2007f7c926a",142,2022-10-17,"3","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb1b35db6b52","62dbd3d39670f2007f7c926a",143,2022-10-17,"5","1666010205032","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb4961db6b4f","6295c22bacf828490b7c64e7",144,2022-06-10,"1","1654837825894","628485b38b0062d3dfb3d60f",Teka Seller
"62bd900b866daf110a88fe35","63353e0bf0f1d2f05da1f710",145,2022-10-22,"1","1666447209769","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62bda969866daf636e89039d","63353e0bf0f1d2f05da1f710",146,2022-10-22,"1","1666447209769","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62b47552866daf272d887328","63353e0bf0f1d2f05da1f710",147,2022-10-22,"1","1666447332123","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62b47f0b866daf92f7887345","63353e0bf0f1d2f05da1f710",148,2022-10-22,"1","1666447332123","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef6e176fb90acdb6acc","636f4237daf493d8148593a2",149,2022-11-12,"48","1668236815173","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef6e176fb4524db6acb","636f4237daf493d8148593a2",150,2022-11-12,"23","1668236815173","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb0fd5db6ae2","636f4237daf493d8148593a2",151,2022-11-12,"29","1668236815173","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb32dddb6ae4","636f4237daf493d8148593a2",152,2022-11-12,"29","1668236815173","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb2762db6af0","636f4237daf493d8148593a2",153,2022-11-12,"27","1668236815173","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbfc46db6afb","636fa835daf49348e585abc6",154,2022-11-12,"1","1668261941453","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb911ddb6b07","636fa835daf49348e585abc6",155,2022-11-12,"1","1668261941453","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb64c4db6b0d","6295c22bacf828490b7c64e7",156,2022-06-13,"1","1655102145106","62a2e2bbacf82831367c79ea",Teka Delivery Seller
"63295ef7e176fb078cdb6b1a","62a33748acf8288fe67c82f7",157,2022-06-14,"1","1655189585770","62a821b640ac956261fce29b",abc
"63295ef7e176fb7764db6b21","6295c22bacf828490b7c64e7",158,2022-06-15,"1","1655271085232","62a2e2bbacf82831367c79ea",Teka Delivery Seller
"62ac72fa2e67015d3fa78194","6295c22bacf828490b7c64e7",159,2022-06-15,"1","1655279997282","62a2e2bbacf82831367c79ea",Teka Delivery Seller
"62b0164a24aa8bba4b41da2c","6295c22bacf828490b7c64e7",160,2022-06-15,"1","1655285560417","62a2e2bbacf82831367c79ea",Teka Delivery Seller
"62b0191424aa8b75c141da65","62dbd8ab9670f2007f7d3f22",161,2022-09-23,"1","1663919445347","6310a33582a1652602b504a5",Mobile Recharge
"62b01ae224aa8b899641da66","62dbc1409670f2007f7af9e9",162,2022-09-23,"1","1663919635970","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb4f99db6ad3","631c3fc26e5b84f42c61cb36",163,2022-09-23,"1","1663920206180","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb32abdb6ad6","63491695c4fba03f73227004",164,2022-11-12,"1","1668262170685","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb1dbadb6ade","63066346cf5770db4b22a792",165,2022-11-14,"1","1668417360293","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb9f7bdb6ae9","6372250adaf493e24985daba",166,2022-11-14,"2","1668424970250","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb8394db6afd","6372250adaf493e24985daba",167,2022-11-14,"1","1668424970250","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb4c40db6b04","63284e482288e01425df82a4",168,2022-11-15,"1","1668486699973","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbb2a7db6b10","63284e482288e01425df82a4",169,2022-11-15,"2","1668486699973","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb14d2db6b19","62db857c9670f2007f786ed3",170,2022-09-20,"1","1663639908098","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb0966db6b23","62dbd8ab9670f2007f7d3f22",171,2022-09-20,"1","1663645470127","6310a51382a165ee9fb505b7",Electricity Bill
"63295ef7e176fb0803db6b27","62dbd8ab9670f2007f7d3eef",172,2022-09-20,"1","1663647152193","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fbe8c6db6b39","632046856e5b84f81e625d09",173,2022-09-20,"1","1663648157237","62dfb04d11ce2aa85942e63b",Minerva Coffee Shop
"63295ef7e176fb3b64db6b43","62e796e444d9ae6718129efe",174,2022-09-20,"1","1663650353897","6310a33582a1652602b504a5",Mobile Recharge
"62c558aa866daf6f9f895a66","62db89589670f2007f78b9dd",175,2022-09-20,"1","1663651198153","6310a33582a1652602b504a5",Mobile Recharge
"62cbd3e8866daf4830899773","62a2dbbaacf828cfb57c7917",176,2022-06-10,"1","1654840357923","628485b38b0062d3dfb3d60f",Teka Seller
"62ced4ac866dafc37a89a7e0","628cb023c3ccbfbb1d5f410e",177,2022-06-10,"1","1654839456133","628485b38b0062d3dfb3d60f",Teka Seller
"62d026399c487b97a2ee6c53","62dbd8ab9670f2007f7d3e70",178,2022-09-26,"1","1664192023583","62b412a35114ec763fd704fd",Ishna Phigital Private Limited
"63295ef6e176fb074fdb6ad2","62dbd8ab9670f2007f7d3e70",179,2022-09-26,"1","1664192023583","62b412a35114ec763fd704fd",Ishna Phigital Private Limited
"63295ef6e176fb5c82db6ad0","62dbd8ab9670f2007f7d3e70",180,2022-09-26,"1","1664192781391","62b412a35114ec763fd704fd",Ishna Phigital Private Limited
"63295ef7e176fb2705db6ada","62dbd8ab9670f2007f7d3e70",181,2022-09-26,"1","1664192781391","62b412a35114ec763fd704fd",Ishna Phigital Private Limited
"63295ef7e176fb698adb6ae3","62f3834c2efebc15b3cc9701",182,2022-11-12,"1","1668262185344","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb3e8ddb6aec","63353e0bf0f1d2f05da1f710",183,2022-11-12,"1","1668262040562","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb828cdb6af2","63353e0bf0f1d2f05da1f710",184,2022-11-12,"1","1668262040562","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbdffbdb6af8","63353e0bf0f1d2f05da1f710",185,2022-11-12,"1","1668262040562","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbeaaddb6aff","63353e0bf0f1d2f05da1f710",186,2022-11-14,"1","1668417419146","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb89eedb6b0a","63353e0bf0f1d2f05da1f710",187,2022-11-14,"1","1668417419146","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb148ddb6b15","63353e0bf0f1d2f05da1f710",188,2022-11-14,"1","1668417419146","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb4134db6b26","6372298ddaf493827e85db4e",189,2022-11-14,"2","1668426125605","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb46d7db6b2c","6372298ddaf493827e85db4e",190,2022-11-14,"4","1668426125605","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb3340db6b36","62e4b94511ce2a83a743c30d",191,2022-11-15,"1","1668492520624","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb4c4cdb6b42","6373314ddaf49337ef85ee4e",192,2022-11-15,"1","1668493645461","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62a2e5eb3dd3984c9efd59db","6373314ddaf49337ef85ee4e",193,2022-11-15,"1","1668493645461","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62a31ec43dd3981074fd5fc6","6373ac07daf49379088601ca",194,2022-11-15,"1","1668525063155","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62a3283a3dd3982e29fd6031","6373ac07daf49379088601ca",195,2022-11-15,"1","1668525063155","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62a823863dd3981458fd7937","6373ac07daf49379088601ca",196,2022-11-15,"1","1668525063155","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef6e176fbe44bdb6ace","62dbc6199670f2007f7b4bbf",197,2022-11-15,"1","1668529291295","6310a33582a1652602b504a5",Mobile Recharge
"63295ef7e176fb812ddb6adc","636b7b3b0aa3ce0fb7b54ca4",198,2022-11-17,"1","1668655285142","6310a67282a1650af8b50669",DTH Payment
"63295ef7e176fb35bfdb6aea","628cb023c3ccbfbb1d5f410e",199,2022-06-10,"1","1654840122639","628485b38b0062d3dfb3d60f",Teka Seller
"63295ef7e176fb2b87db6af9","62862820c3ccbf1e955f39ab",200,2022-05-27,"1","1653632968652","628cb373c3ccbfecd85f4134",Teka Clothes & Fashion Seller
"63295ef7e176fba484db6b17","63353e0bf0f1d2f05da1f710",201,2022-11-12,"1","1668263564241","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb5b68db6b29","63353e0bf0f1d2f05da1f710",202,2022-11-12,"1","1668263564241","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbc4dadb6b34","637228fadaf49326ab85db1b",203,2022-11-14,"1","1668425978529","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fba6ccdb6b44","637228fadaf49326ab85db1b",204,2022-11-14,"2","1668425978529","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbaac6db6b56","637228fadaf49326ab85db1b",205,2022-11-14,"1","1668425978529","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fbbf25db6b60","637228fadaf49326ab85db1b",206,2022-11-14,"1","1668425978529","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63295ef7e176fb1694db6b68","63733851daf493195385ef53",207,2022-11-15,"2","1668495441281","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"63296059e176fbf1afdb6b77","63733851daf493195385ef53",208,2022-11-15,"1","1668495441281","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"6329605ae176fb8e48db6b82","63353e0bf0f1d2f05da1f710",209,2022-11-15,"1","1668525959411","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"6329605ae176fbc13edb6b87","63353e0bf0f1d2f05da1f710",210,2022-11-15,"1","1668525959411","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62d0302c9c487b2950ee6c5f","63284e482288e01425df82a4",211,2022-11-17,"2","1668657268450","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62d143329c487b5512ee74d8","63284e482288e01425df82a4",212,2022-11-17,"1","1668657268450","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
"62d1451a9c487bbf21ee74d9","63284e482288e01425df82a4",213,2022-11-17,"1","1668657268450","6332e1b42288e01b53e12aa3",Ishna Phigital Pvt. Ltd.
